"Time (CET/CEST)","BZN|SE2 > BZN|NO3 [MW]","BZN|NO3 > BZN|SE2 [MW]"
"02.08.2018 19:00 - 02.08.2018 20:00","0","236"
"02.08.2018 20:00 - 02.08.2018 21:00","0","146"
"02.08.2018 21:00 - 02.08.2018 22:00","0","169"
"02.08.2018 22:00 - 02.08.2018 23:00","0","114"
"02.08.2018 23:00 - 03.08.2018 00:00","54","0"
"03.08.2018 00:00 - 03.08.2018 01:00","233","0"
"03.08.2018 01:00 - 03.08.2018 02:00","435","0"
"03.08.2018 02:00 - 03.08.2018 03:00","480","0"
"03.08.2018 03:00 - 03.08.2018 04:00","529","0"
"03.08.2018 04:00 - 03.08.2018 05:00","518","0"
"03.08.2018 05:00 - 03.08.2018 06:00","438","0"
"03.08.2018 06:00 - 03.08.2018 07:00","0","68"
"03.08.2018 07:00 - 03.08.2018 08:00","0","159"
"03.08.2018 08:00 - 03.08.2018 09:00","0","162"
"03.08.2018 09:00 - 03.08.2018 10:00","0","189"
"03.08.2018 10:00 - 03.08.2018 11:00","0","199"
"03.08.2018 11:00 - 03.08.2018 12:00","0","193"
"03.08.2018 12:00 - 03.08.2018 13:00","0","193"
"03.08.2018 13:00 - 03.08.2018 14:00","0","319"
"03.08.2018 14:00 - 03.08.2018 15:00","0","362"
"03.08.2018 15:00 - 03.08.2018 16:00","0","362"
"03.08.2018 16:00 - 03.08.2018 17:00","0","365"
"03.08.2018 17:00 - 03.08.2018 18:00","0","391"
"03.08.2018 18:00 - 03.08.2018 19:00","0","405"
"03.08.2018 19:00 - 03.08.2018 20:00","0","380"
"03.08.2018 20:00 - 03.08.2018 21:00","0","319"
"03.08.2018 21:00 - 03.08.2018 22:00","0","343"
"03.08.2018 22:00 - 03.08.2018 23:00","0","285"
"03.08.2018 23:00 - 04.08.2018 00:00","0","231"
"04.08.2018 00:00 - 04.08.2018 01:00","0","142"
"04.08.2018 01:00 - 04.08.2018 02:00","125","0"
"04.08.2018 02:00 - 04.08.2018 03:00","292","0"
"04.08.2018 03:00 - 04.08.2018 04:00","367","0"
"04.08.2018 04:00 - 04.08.2018 05:00","405","0"
"04.08.2018 05:00 - 04.08.2018 06:00","403","0"
"04.08.2018 06:00 - 04.08.2018 07:00","251","0"
"04.08.2018 07:00 - 04.08.2018 08:00","0","47"
"04.08.2018 08:00 - 04.08.2018 09:00","0","267"
"04.08.2018 09:00 - 04.08.2018 10:00","0","264"
"04.08.2018 10:00 - 04.08.2018 11:00","0","304"
"04.08.2018 11:00 - 04.08.2018 12:00","0","277"
"04.08.2018 12:00 - 04.08.2018 13:00","0","217"
"04.08.2018 13:00 - 04.08.2018 14:00","0","115"
"04.08.2018 14:00 - 04.08.2018 15:00","0","155"
"04.08.2018 15:00 - 04.08.2018 16:00","0","108"
"04.08.2018 16:00 - 04.08.2018 17:00","0","156"
"04.08.2018 17:00 - 04.08.2018 18:00","0","188"
"04.08.2018 18:00 - 04.08.2018 19:00","0","218"
"04.08.2018 19:00 - 04.08.2018 20:00","0","292"
"04.08.2018 20:00 - 04.08.2018 21:00","0","316"
"04.08.2018 21:00 - 04.08.2018 22:00","0","344"
"04.08.2018 22:00 - 04.08.2018 23:00","0","202"
"04.08.2018 23:00 - 05.08.2018 00:00","121","0"
"05.08.2018 00:00 - 05.08.2018 01:00","212","0"
"05.08.2018 01:00 - 05.08.2018 02:00","304","0"
"05.08.2018 02:00 - 05.08.2018 03:00","331","0"
"05.08.2018 03:00 - 05.08.2018 04:00","384","0"
"05.08.2018 04:00 - 05.08.2018 05:00","400","0"
"05.08.2018 05:00 - 05.08.2018 06:00","378","0"
"05.08.2018 06:00 - 05.08.2018 07:00","284","0"
"05.08.2018 07:00 - 05.08.2018 08:00","227","0"
"05.08.2018 08:00 - 05.08.2018 09:00","155","0"
"05.08.2018 09:00 - 05.08.2018 10:00","117","0"
"05.08.2018 10:00 - 05.08.2018 11:00","87","0"
"05.08.2018 11:00 - 05.08.2018 12:00","77","0"
"05.08.2018 12:00 - 05.08.2018 13:00","132","0"
"05.08.2018 13:00 - 05.08.2018 14:00","134","0"
"05.08.2018 14:00 - 05.08.2018 15:00","179","0"
"05.08.2018 15:00 - 05.08.2018 16:00","265","0"
"05.08.2018 16:00 - 05.08.2018 17:00","260","0"
"05.08.2018 17:00 - 05.08.2018 18:00","206","0"
"05.08.2018 18:00 - 05.08.2018 19:00","51","0"
"05.08.2018 19:00 - 05.08.2018 20:00","0","62"
"05.08.2018 20:00 - 05.08.2018 21:00","0","111"
"05.08.2018 21:00 - 05.08.2018 22:00","0","214"
"05.08.2018 22:00 - 05.08.2018 23:00","0","122"
"05.08.2018 23:00 - 06.08.2018 00:00","91","0"
"06.08.2018 00:00 - 06.08.2018 01:00","274","0"
"06.08.2018 01:00 - 06.08.2018 02:00","385","0"
"06.08.2018 02:00 - 06.08.2018 03:00","420","0"
"06.08.2018 03:00 - 06.08.2018 04:00","408","0"
"06.08.2018 04:00 - 06.08.2018 05:00","445","0"
"06.08.2018 05:00 - 06.08.2018 06:00","384","0"
"06.08.2018 06:00 - 06.08.2018 07:00","0","75"
"06.08.2018 07:00 - 06.08.2018 08:00","13","0"
"06.08.2018 08:00 - 06.08.2018 09:00","81","0"
"06.08.2018 09:00 - 06.08.2018 10:00","136","0"
"06.08.2018 10:00 - 06.08.2018 11:00","148","0"
"06.08.2018 11:00 - 06.08.2018 12:00","120","0"
"06.08.2018 12:00 - 06.08.2018 13:00","65","0"
"06.08.2018 13:00 - 06.08.2018 14:00","78","0"
"06.08.2018 14:00 - 06.08.2018 15:00","110","0"
"06.08.2018 15:00 - 06.08.2018 16:00","123","0"
"06.08.2018 16:00 - 06.08.2018 17:00","110","0"
"06.08.2018 17:00 - 06.08.2018 18:00","46","0"
"06.08.2018 18:00 - 06.08.2018 19:00","83","0"
"06.08.2018 19:00 - 06.08.2018 20:00","81","0"
"06.08.2018 20:00 - 06.08.2018 21:00","65","0"
"06.08.2018 21:00 - 06.08.2018 22:00","39","0"
"06.08.2018 22:00 - 06.08.2018 23:00","42","0"
"06.08.2018 23:00 - 07.08.2018 00:00","39","0"
"07.08.2018 00:00 - 07.08.2018 01:00","173","0"
"07.08.2018 01:00 - 07.08.2018 02:00","301","0"
"07.08.2018 02:00 - 07.08.2018 03:00","342","0"
"07.08.2018 03:00 - 07.08.2018 04:00","495","0"
"07.08.2018 04:00 - 07.08.2018 05:00","525","0"
"07.08.2018 05:00 - 07.08.2018 06:00","292","0"
"07.08.2018 06:00 - 07.08.2018 07:00","0","11"
"07.08.2018 07:00 - 07.08.2018 08:00","9","0"
"07.08.2018 08:00 - 07.08.2018 09:00","43","0"
"07.08.2018 09:00 - 07.08.2018 10:00","0","17"
"07.08.2018 10:00 - 07.08.2018 11:00","0","28"
"07.08.2018 11:00 - 07.08.2018 12:00","0","70"
"07.08.2018 12:00 - 07.08.2018 13:00","0","108"
"07.08.2018 13:00 - 07.08.2018 14:00","0","58"
"07.08.2018 14:00 - 07.08.2018 15:00","0","44"
"07.08.2018 15:00 - 07.08.2018 16:00","0","38"
"07.08.2018 16:00 - 07.08.2018 17:00","0","7"
"07.08.2018 17:00 - 07.08.2018 18:00","0","16"
"07.08.2018 18:00 - 07.08.2018 19:00","0","9"
"07.08.2018 19:00 - 07.08.2018 20:00","0","9"
"07.08.2018 20:00 - 07.08.2018 21:00","56","0"
"07.08.2018 21:00 - 07.08.2018 22:00","17","0"
"07.08.2018 22:00 - 07.08.2018 23:00","53","0"
"07.08.2018 23:00 - 08.08.2018 00:00","394","0"
"08.08.2018 00:00 - 08.08.2018 01:00","621","0"
"08.08.2018 01:00 - 08.08.2018 02:00","703","0"
"08.08.2018 02:00 - 08.08.2018 03:00","687","0"
"08.08.2018 03:00 - 08.08.2018 04:00","672","0"
"08.08.2018 04:00 - 08.08.2018 05:00","704","0"
"08.08.2018 05:00 - 08.08.2018 06:00","613","0"
"08.08.2018 06:00 - 08.08.2018 07:00","293","0"
"08.08.2018 07:00 - 08.08.2018 08:00","14","0"
"08.08.2018 08:00 - 08.08.2018 09:00","0","29"
"08.08.2018 09:00 - 08.08.2018 10:00","0","25"
"08.08.2018 10:00 - 08.08.2018 11:00","9","0"
"08.08.2018 11:00 - 08.08.2018 12:00","20","0"
"08.08.2018 12:00 - 08.08.2018 13:00","100","0"
"08.08.2018 13:00 - 08.08.2018 14:00","131","0"
"08.08.2018 14:00 - 08.08.2018 15:00","136","0"
"08.08.2018 15:00 - 08.08.2018 16:00","120","0"
"08.08.2018 16:00 - 08.08.2018 17:00","126","0"
"08.08.2018 17:00 - 08.08.2018 18:00","29","0"
"08.08.2018 18:00 - 08.08.2018 19:00","65","0"
"08.08.2018 19:00 - 08.08.2018 20:00","119","0"
"08.08.2018 20:00 - 08.08.2018 21:00","292","0"
"08.08.2018 21:00 - 08.08.2018 22:00","285","0"
"08.08.2018 22:00 - 08.08.2018 23:00","363","0"
"08.08.2018 23:00 - 09.08.2018 00:00","564","0"
"09.08.2018 00:00 - 09.08.2018 01:00","551","0"
"09.08.2018 01:00 - 09.08.2018 02:00","625","0"
"09.08.2018 02:00 - 09.08.2018 03:00","590","0"
"09.08.2018 03:00 - 09.08.2018 04:00","572","0"
"09.08.2018 04:00 - 09.08.2018 05:00","586","0"
"09.08.2018 05:00 - 09.08.2018 06:00","526","0"
"09.08.2018 06:00 - 09.08.2018 07:00","112","0"
"09.08.2018 07:00 - 09.08.2018 08:00","0","57"
"09.08.2018 08:00 - 09.08.2018 09:00","0","91"
"09.08.2018 09:00 - 09.08.2018 10:00","0","108"
"09.08.2018 10:00 - 09.08.2018 11:00","0","100"
"09.08.2018 11:00 - 09.08.2018 12:00","0","103"
"09.08.2018 12:00 - 09.08.2018 13:00","0","121"
"09.08.2018 13:00 - 09.08.2018 14:00","0","122"
"09.08.2018 14:00 - 09.08.2018 15:00","0","117"
"09.08.2018 15:00 - 09.08.2018 16:00","0","88"
"09.08.2018 16:00 - 09.08.2018 17:00","0","33"
"09.08.2018 17:00 - 09.08.2018 18:00","0","31"
"09.08.2018 18:00 - 09.08.2018 19:00","0","15"
"09.08.2018 19:00 - 09.08.2018 20:00","0","39"
"09.08.2018 20:00 - 09.08.2018 21:00","55","0"
"09.08.2018 21:00 - 09.08.2018 22:00","108","0"
"09.08.2018 22:00 - 09.08.2018 23:00","413","0"
"09.08.2018 23:00 - 10.08.2018 00:00","554","0"
"10.08.2018 00:00 - 10.08.2018 01:00","640","0"
"10.08.2018 01:00 - 10.08.2018 02:00","642","0"
"10.08.2018 02:00 - 10.08.2018 03:00","641","0"
"10.08.2018 03:00 - 10.08.2018 04:00","612","0"
"10.08.2018 04:00 - 10.08.2018 05:00","644","0"
"10.08.2018 05:00 - 10.08.2018 06:00","669","0"
"10.08.2018 06:00 - 10.08.2018 07:00","445","0"
"10.08.2018 07:00 - 10.08.2018 08:00","179","0"
"10.08.2018 08:00 - 10.08.2018 09:00","67","0"
"10.08.2018 09:00 - 10.08.2018 10:00","77","0"
"10.08.2018 10:00 - 10.08.2018 11:00","116","0"
"10.08.2018 11:00 - 10.08.2018 12:00","181","0"
"10.08.2018 12:00 - 10.08.2018 13:00","329","0"
"10.08.2018 13:00 - 10.08.2018 14:00","398","0"
"10.08.2018 14:00 - 10.08.2018 15:00","449","0"
"10.08.2018 15:00 - 10.08.2018 16:00","483","0"
"10.08.2018 16:00 - 10.08.2018 17:00","410","0"
"10.08.2018 17:00 - 10.08.2018 18:00","209","0"
"10.08.2018 18:00 - 10.08.2018 19:00","110","0"
"10.08.2018 19:00 - 10.08.2018 20:00","124","0"
"10.08.2018 20:00 - 10.08.2018 21:00","204","0"
"10.08.2018 21:00 - 10.08.2018 22:00","179","0"
"10.08.2018 22:00 - 10.08.2018 23:00","187","0"
"10.08.2018 23:00 - 11.08.2018 00:00","358","0"
"11.08.2018 00:00 - 11.08.2018 01:00","514","0"
"11.08.2018 01:00 - 11.08.2018 02:00","618","0"
"11.08.2018 02:00 - 11.08.2018 03:00","665","0"
"11.08.2018 03:00 - 11.08.2018 04:00","682","0"
"11.08.2018 04:00 - 11.08.2018 05:00","653","0"
"11.08.2018 05:00 - 11.08.2018 06:00","656","0"
"11.08.2018 06:00 - 11.08.2018 07:00","588","0"
"11.08.2018 07:00 - 11.08.2018 08:00","401","0"
"11.08.2018 08:00 - 11.08.2018 09:00","333","0"
"11.08.2018 09:00 - 11.08.2018 10:00","279","0"
"11.08.2018 10:00 - 11.08.2018 11:00","296","0"
"11.08.2018 11:00 - 11.08.2018 12:00","294","0"
"11.08.2018 12:00 - 11.08.2018 13:00","271","0"
"11.08.2018 13:00 - 11.08.2018 14:00","306","0"
"11.08.2018 14:00 - 11.08.2018 15:00","328","0"
"11.08.2018 15:00 - 11.08.2018 16:00","398","0"
"11.08.2018 16:00 - 11.08.2018 17:00","412","0"
"11.08.2018 17:00 - 11.08.2018 18:00","326","0"
"11.08.2018 18:00 - 11.08.2018 19:00","162","0"
"11.08.2018 19:00 - 11.08.2018 20:00","3","0"
"11.08.2018 20:00 - 11.08.2018 21:00","1","0"
"11.08.2018 21:00 - 11.08.2018 22:00","0","25"
"11.08.2018 22:00 - 11.08.2018 23:00","167","0"
"11.08.2018 23:00 - 12.08.2018 00:00","311","0"
"12.08.2018 00:00 - 12.08.2018 01:00","441","0"
"12.08.2018 01:00 - 12.08.2018 02:00","524","0"
"12.08.2018 02:00 - 12.08.2018 03:00","589","0"
"12.08.2018 03:00 - 12.08.2018 04:00","658","0"
"12.08.2018 04:00 - 12.08.2018 05:00","661","0"
"12.08.2018 05:00 - 12.08.2018 06:00","642","0"
"12.08.2018 06:00 - 12.08.2018 07:00","601","0"
"12.08.2018 07:00 - 12.08.2018 08:00","609","0"
"12.08.2018 08:00 - 12.08.2018 09:00","523","0"
"12.08.2018 09:00 - 12.08.2018 10:00","421","0"
"12.08.2018 10:00 - 12.08.2018 11:00","344","0"
"12.08.2018 11:00 - 12.08.2018 12:00","329","0"
"12.08.2018 12:00 - 12.08.2018 13:00","275","0"
"12.08.2018 13:00 - 12.08.2018 14:00","312","0"
"12.08.2018 14:00 - 12.08.2018 15:00","273","0"
"12.08.2018 15:00 - 12.08.2018 16:00","256","0"
"12.08.2018 16:00 - 12.08.2018 17:00","268","0"
"12.08.2018 17:00 - 12.08.2018 18:00","143","0"
"12.08.2018 18:00 - 12.08.2018 19:00","0","88"
"12.08.2018 19:00 - 12.08.2018 20:00","0","261"
"12.08.2018 20:00 - 12.08.2018 21:00","0","266"
"12.08.2018 21:00 - 12.08.2018 22:00","0","271"
"12.08.2018 22:00 - 12.08.2018 23:00","0","116"
"12.08.2018 23:00 - 13.08.2018 00:00","31","0"
"13.08.2018 00:00 - 13.08.2018 01:00","233","0"
"13.08.2018 01:00 - 13.08.2018 02:00","496","0"
"13.08.2018 02:00 - 13.08.2018 03:00","539","0"
"13.08.2018 03:00 - 13.08.2018 04:00","590","0"
"13.08.2018 04:00 - 13.08.2018 05:00","597","0"
"13.08.2018 05:00 - 13.08.2018 06:00","461","0"
"13.08.2018 06:00 - 13.08.2018 07:00","189","0"
"13.08.2018 07:00 - 13.08.2018 08:00","118","0"
"13.08.2018 08:00 - 13.08.2018 09:00","13","0"
"13.08.2018 09:00 - 13.08.2018 10:00","112","0"
"13.08.2018 10:00 - 13.08.2018 11:00","73","0"
"13.08.2018 11:00 - 13.08.2018 12:00","0","8"
"13.08.2018 12:00 - 13.08.2018 13:00","0","42"
"13.08.2018 13:00 - 13.08.2018 14:00","0","60"
"13.08.2018 14:00 - 13.08.2018 15:00","76","0"
"13.08.2018 15:00 - 13.08.2018 16:00","85","0"
"13.08.2018 16:00 - 13.08.2018 17:00","111","0"
"13.08.2018 17:00 - 13.08.2018 18:00","115","0"
"13.08.2018 18:00 - 13.08.2018 19:00","103","0"
"13.08.2018 19:00 - 13.08.2018 20:00","136","0"
"13.08.2018 20:00 - 13.08.2018 21:00","125","0"
"13.08.2018 21:00 - 13.08.2018 22:00","109","0"
"13.08.2018 22:00 - 13.08.2018 23:00","181","0"
"13.08.2018 23:00 - 14.08.2018 00:00","184","0"
"14.08.2018 00:00 - 14.08.2018 01:00","242","0"
"14.08.2018 01:00 - 14.08.2018 02:00","407","0"
"14.08.2018 02:00 - 14.08.2018 03:00","421","0"
"14.08.2018 03:00 - 14.08.2018 04:00","485","0"
"14.08.2018 04:00 - 14.08.2018 05:00","489","0"
"14.08.2018 05:00 - 14.08.2018 06:00","367","0"
"14.08.2018 06:00 - 14.08.2018 07:00","34","0"
"14.08.2018 07:00 - 14.08.2018 08:00","0","9"
"14.08.2018 08:00 - 14.08.2018 09:00","41","0"
"14.08.2018 09:00 - 14.08.2018 10:00","84","0"
"14.08.2018 10:00 - 14.08.2018 11:00","70","0"
"14.08.2018 11:00 - 14.08.2018 12:00","0","18"
"14.08.2018 12:00 - 14.08.2018 13:00","0","54"
"14.08.2018 13:00 - 14.08.2018 14:00","0","54"
"14.08.2018 14:00 - 14.08.2018 15:00","21","0"
"14.08.2018 15:00 - 14.08.2018 16:00","42","0"
"14.08.2018 16:00 - 14.08.2018 17:00","15","0"
"14.08.2018 17:00 - 14.08.2018 18:00","3","0"
"14.08.2018 18:00 - 14.08.2018 19:00","0","31"
"14.08.2018 19:00 - 14.08.2018 20:00","0","22"
"14.08.2018 20:00 - 14.08.2018 21:00","0","20"
"14.08.2018 21:00 - 14.08.2018 22:00","24","0"
"14.08.2018 22:00 - 14.08.2018 23:00","115","0"
"14.08.2018 23:00 - 15.08.2018 00:00","178","0"
"15.08.2018 00:00 - 15.08.2018 01:00","213","0"
"15.08.2018 01:00 - 15.08.2018 02:00","239","0"
"15.08.2018 02:00 - 15.08.2018 03:00","284","0"
"15.08.2018 03:00 - 15.08.2018 04:00","361","0"
"15.08.2018 04:00 - 15.08.2018 05:00","409","0"
"15.08.2018 05:00 - 15.08.2018 06:00","308","0"
"15.08.2018 06:00 - 15.08.2018 07:00","58","0"
"15.08.2018 07:00 - 15.08.2018 08:00","34","0"
"15.08.2018 08:00 - 15.08.2018 09:00","9","0"
"15.08.2018 09:00 - 15.08.2018 10:00","0","55"
"15.08.2018 10:00 - 15.08.2018 11:00","0","48"
"15.08.2018 11:00 - 15.08.2018 12:00","0","33"
"15.08.2018 12:00 - 15.08.2018 13:00","0","17"
"15.08.2018 13:00 - 15.08.2018 14:00","0","28"
"15.08.2018 14:00 - 15.08.2018 15:00","4","0"
"15.08.2018 15:00 - 15.08.2018 16:00","47","0"
"15.08.2018 16:00 - 15.08.2018 17:00","68","0"
"15.08.2018 17:00 - 15.08.2018 18:00","29","0"
"15.08.2018 18:00 - 15.08.2018 19:00","0","81"
"15.08.2018 19:00 - 15.08.2018 20:00","0","72"
"15.08.2018 20:00 - 15.08.2018 21:00","0","2"
"15.08.2018 21:00 - 15.08.2018 22:00","0","7"
"15.08.2018 22:00 - 15.08.2018 23:00","106","0"
"15.08.2018 23:00 - 16.08.2018 00:00","164","0"
"16.08.2018 00:00 - 16.08.2018 01:00","174","0"
"16.08.2018 01:00 - 16.08.2018 02:00","270","0"
"16.08.2018 02:00 - 16.08.2018 03:00","279","0"
"16.08.2018 03:00 - 16.08.2018 04:00","309","0"
"16.08.2018 04:00 - 16.08.2018 05:00","322","0"
"16.08.2018 05:00 - 16.08.2018 06:00","143","0"
"16.08.2018 06:00 - 16.08.2018 07:00","0","173"
"16.08.2018 07:00 - 16.08.2018 08:00","0","137"
"16.08.2018 08:00 - 16.08.2018 09:00","0","155"
"16.08.2018 09:00 - 16.08.2018 10:00","0","151"
"16.08.2018 10:00 - 16.08.2018 11:00","0","102"
"16.08.2018 11:00 - 16.08.2018 12:00","0","19"
"16.08.2018 12:00 - 16.08.2018 13:00","18","0"
"16.08.2018 13:00 - 16.08.2018 14:00","17","0"
"16.08.2018 14:00 - 16.08.2018 15:00","10","0"
"16.08.2018 15:00 - 16.08.2018 16:00","0","88"
"16.08.2018 16:00 - 16.08.2018 17:00","0","106"
"16.08.2018 17:00 - 16.08.2018 18:00","0","143"
"16.08.2018 18:00 - 16.08.2018 19:00","0","113"
"16.08.2018 19:00 - 16.08.2018 20:00","0","112"
"16.08.2018 20:00 - 16.08.2018 21:00","0","47"
"16.08.2018 21:00 - 16.08.2018 22:00","7","0"
"16.08.2018 22:00 - 16.08.2018 23:00","116","0"
"16.08.2018 23:00 - 17.08.2018 00:00","274","0"
"17.08.2018 00:00 - 17.08.2018 01:00","360","0"
"17.08.2018 01:00 - 17.08.2018 02:00","413","0"
"17.08.2018 02:00 - 17.08.2018 03:00","442","0"
"17.08.2018 03:00 - 17.08.2018 04:00","426","0"
"17.08.2018 04:00 - 17.08.2018 05:00","416","0"
"17.08.2018 05:00 - 17.08.2018 06:00","368","0"
"17.08.2018 06:00 - 17.08.2018 07:00","0","31"
"17.08.2018 07:00 - 17.08.2018 08:00","0","94"
"17.08.2018 08:00 - 17.08.2018 09:00","0","92"
"17.08.2018 09:00 - 17.08.2018 10:00","0","124"
"17.08.2018 10:00 - 17.08.2018 11:00","0","144"
"17.08.2018 11:00 - 17.08.2018 12:00","0","146"
"17.08.2018 12:00 - 17.08.2018 13:00","0","200"
"17.08.2018 13:00 - 17.08.2018 14:00","0","310"
"17.08.2018 14:00 - 17.08.2018 15:00","0","336"
"17.08.2018 15:00 - 17.08.2018 16:00","0","278"
"17.08.2018 16:00 - 17.08.2018 17:00","0","336"
"17.08.2018 17:00 - 17.08.2018 18:00","0","415"
"17.08.2018 18:00 - 17.08.2018 19:00","0","500"
"17.08.2018 19:00 - 17.08.2018 20:00","0","526"
"17.08.2018 20:00 - 17.08.2018 21:00","0","409"
"17.08.2018 21:00 - 17.08.2018 22:00","0","378"
"17.08.2018 22:00 - 17.08.2018 23:00","0","301"
"17.08.2018 23:00 - 18.08.2018 00:00","0","147"
"18.08.2018 00:00 - 18.08.2018 01:00","0","16"
"18.08.2018 01:00 - 18.08.2018 02:00","149","0"
"18.08.2018 02:00 - 18.08.2018 03:00","178","0"
"18.08.2018 03:00 - 18.08.2018 04:00","173","0"
"18.08.2018 04:00 - 18.08.2018 05:00","210","0"
"18.08.2018 05:00 - 18.08.2018 06:00","261","0"
"18.08.2018 06:00 - 18.08.2018 07:00","88","0"
"18.08.2018 07:00 - 18.08.2018 08:00","0","94"
"18.08.2018 08:00 - 18.08.2018 09:00","0","235"
"18.08.2018 09:00 - 18.08.2018 10:00","0","222"
"18.08.2018 10:00 - 18.08.2018 11:00","0","139"
"18.08.2018 11:00 - 18.08.2018 12:00","0","81"
"18.08.2018 12:00 - 18.08.2018 13:00","197","0"
"18.08.2018 13:00 - 18.08.2018 14:00","296","0"
"18.08.2018 14:00 - 18.08.2018 15:00","282","0"
"18.08.2018 15:00 - 18.08.2018 16:00","225","0"
"18.08.2018 16:00 - 18.08.2018 17:00","145","0"
"18.08.2018 17:00 - 18.08.2018 18:00","101","0"
"18.08.2018 18:00 - 18.08.2018 19:00","92","0"
"18.08.2018 19:00 - 18.08.2018 20:00","97","0"
"18.08.2018 20:00 - 18.08.2018 21:00","97","0"
"18.08.2018 21:00 - 18.08.2018 22:00","58","0"
"18.08.2018 22:00 - 18.08.2018 23:00","162","0"
"18.08.2018 23:00 - 19.08.2018 00:00","273","0"
"19.08.2018 00:00 - 19.08.2018 01:00","363","0"
"19.08.2018 01:00 - 19.08.2018 02:00","349","0"
"19.08.2018 02:00 - 19.08.2018 03:00","356","0"
"19.08.2018 03:00 - 19.08.2018 04:00","340","0"
"19.08.2018 04:00 - 19.08.2018 05:00","364","0"
"19.08.2018 05:00 - 19.08.2018 06:00","376","0"
"19.08.2018 06:00 - 19.08.2018 07:00","328","0"
"19.08.2018 07:00 - 19.08.2018 08:00","186","0"
"19.08.2018 08:00 - 19.08.2018 09:00","57","0"
"19.08.2018 09:00 - 19.08.2018 10:00","16","0"
"19.08.2018 10:00 - 19.08.2018 11:00","152","0"
"19.08.2018 11:00 - 19.08.2018 12:00","184","0"
"19.08.2018 12:00 - 19.08.2018 13:00","262","0"
"19.08.2018 13:00 - 19.08.2018 14:00","314","0"
"19.08.2018 14:00 - 19.08.2018 15:00","363","0"
"19.08.2018 15:00 - 19.08.2018 16:00","394","0"
"19.08.2018 16:00 - 19.08.2018 17:00","353","0"
"19.08.2018 17:00 - 19.08.2018 18:00","90","0"
"19.08.2018 18:00 - 19.08.2018 19:00","0","233"
"19.08.2018 19:00 - 19.08.2018 20:00","0","270"
"19.08.2018 20:00 - 19.08.2018 21:00","0","237"
"19.08.2018 21:00 - 19.08.2018 22:00","0","192"
"19.08.2018 22:00 - 19.08.2018 23:00","0","38"
"19.08.2018 23:00 - 20.08.2018 00:00","152","0"
"20.08.2018 00:00 - 20.08.2018 01:00","266","0"
"20.08.2018 01:00 - 20.08.2018 02:00","266","0"
"20.08.2018 02:00 - 20.08.2018 03:00","285","0"
"20.08.2018 03:00 - 20.08.2018 04:00","329","0"
"20.08.2018 04:00 - 20.08.2018 05:00","322","0"
"20.08.2018 05:00 - 20.08.2018 06:00","150","0"
"20.08.2018 06:00 - 20.08.2018 07:00","0","319"
"20.08.2018 07:00 - 20.08.2018 08:00","0","410"
"20.08.2018 08:00 - 20.08.2018 09:00","0","321"
"20.08.2018 09:00 - 20.08.2018 10:00","0","421"
"20.08.2018 10:00 - 20.08.2018 11:00","0","405"
"20.08.2018 11:00 - 20.08.2018 12:00","0","396"
"20.08.2018 12:00 - 20.08.2018 13:00","0","440"
"20.08.2018 13:00 - 20.08.2018 14:00","0","439"
"20.08.2018 14:00 - 20.08.2018 15:00","0","393"
"20.08.2018 15:00 - 20.08.2018 16:00","0","387"
"20.08.2018 16:00 - 20.08.2018 17:00","0","358"
"20.08.2018 17:00 - 20.08.2018 18:00","0","393"
"20.08.2018 18:00 - 20.08.2018 19:00","0","403"
"20.08.2018 19:00 - 20.08.2018 20:00","0","399"
"20.08.2018 20:00 - 20.08.2018 21:00","0","399"
"20.08.2018 21:00 - 20.08.2018 22:00","0","385"
"20.08.2018 22:00 - 20.08.2018 23:00","0","327"
"20.08.2018 23:00 - 21.08.2018 00:00","0","116"
"21.08.2018 00:00 - 21.08.2018 01:00","0","65"
"21.08.2018 01:00 - 21.08.2018 02:00","28","0"
"21.08.2018 02:00 - 21.08.2018 03:00","17","0"
"21.08.2018 03:00 - 21.08.2018 04:00","16","0"
"21.08.2018 04:00 - 21.08.2018 05:00","13","0"
"21.08.2018 05:00 - 21.08.2018 06:00","0","195"
"21.08.2018 06:00 - 21.08.2018 07:00","0","399"
"21.08.2018 07:00 - 21.08.2018 08:00","0","564"
"21.08.2018 08:00 - 21.08.2018 09:00","0","487"
"21.08.2018 09:00 - 21.08.2018 10:00","0","474"
"21.08.2018 10:00 - 21.08.2018 11:00","0","527"
"21.08.2018 11:00 - 21.08.2018 12:00","0","623"
"21.08.2018 12:00 - 21.08.2018 13:00","0","637"
"21.08.2018 13:00 - 21.08.2018 14:00","0","615"
"21.08.2018 14:00 - 21.08.2018 15:00","0","565"
"21.08.2018 15:00 - 21.08.2018 16:00","0","552"
"21.08.2018 16:00 - 21.08.2018 17:00","0","517"
"21.08.2018 17:00 - 21.08.2018 18:00","0","562"
"21.08.2018 18:00 - 21.08.2018 19:00","0","513"
"21.08.2018 19:00 - 21.08.2018 20:00","0","541"
"21.08.2018 20:00 - 21.08.2018 21:00","0","470"
"21.08.2018 21:00 - 21.08.2018 22:00","0","472"
"21.08.2018 22:00 - 21.08.2018 23:00","0","399"
"21.08.2018 23:00 - 22.08.2018 00:00","0","410"
"22.08.2018 00:00 - 22.08.2018 01:00","0","506"
"22.08.2018 01:00 - 22.08.2018 02:00","0","487"
"22.08.2018 02:00 - 22.08.2018 03:00","0","476"
